Announcement Date,Parent Company,Company,Facility Name,Phase,City,State,Manufacturing Focus,Component Category,EV/Battery Production,Announcement Effective Year,Existing Union?,Announced EV Investment,Announced EV Jobs,Congressional District,30D Eligible (Defunct),Federal Funding Received,Federal Program,Source,Address,latitude,longitude
1/18/24,Cummins,Accelera,Amplify Battery Manufacturing Facility (JV),Original,Byhalia,MS,Batteries,Cells,Under Construction,2027,No Evidence,"$570,000,000",600,NA,No Evidence,$0,None,https://www.paccar.com/news/current-news/2024/accelera-by-cummins-daimler-truck-and-paccar-select-mississippi-for-battery-cell-production-in-the-united-states/,"Amplify Battery Manufacturing Facility (JV), Byhalia, MS",34.868098,-89.688647
1/18/24,Daimler Truck,Daimler Truck,Amplify Battery Manufacturing Facility (JV),Original,Byhalia,MS,Batteries,Cells,Under Construction,2027,No Evidence,"$570,000,000",600,NA,No Evidence,$0,None,https://www.paccar.com/news/current-news/2024/accelera-by-cummins-daimler-truck-and-paccar-select-mississippi-for-battery-cell-production-in-the-united-states/,"Amplify Battery Manufacturing Facility (JV), Byhalia, MS",34.868098,-89.688647
1/18/24,EVE Energy,EVE Energy,Amplify Battery Manufacturing Facility (JV),Original,Byhalia,MS,Batteries,Cells,Under Construction,2027,No Evidence,"$190,000,000",200,NA,No Evidence,$0,None,https://www.paccar.com/news/current-news/2024/accelera-by-cummins-daimler-truck-and-paccar-select-mississippi-for-battery-cell-production-in-the-united-states/,"Amplify Battery Manufacturing Facility (JV), Byhalia, MS",34.868098,-89.688647
1/18/24,Paccar,Paccar,Amplify Battery Manufacturing Facility (JV),Original,Byhalia,MS,Batteries,Cells,Under Construction,2027,No Evidence,"$570,000,000",600,NA,No Evidence,$0,None,https://www.paccar.com/news/current-news/2024/accelera-by-cummins-daimler-truck-and-paccar-select-mississippi-for-battery-cell-production-in-the-united-states/,"Amplify Battery Manufacturing Facility (JV), Byhalia, MS",34.868098,-89.688647
1/15/24,LG Corporation,LG Energy Solution,Fort Worth Facility,Original,Fort Worth,TX,EV Charging,Charging Units,Operational,2024,No Evidence,NA,NA,TX26,No Evidence,$0,None,https://www.lgcorp.com/media/release/27234,"Fort Worth Facility, Fort Worth, TX",32.7533901,-97.3051592
1/12/24,Unitech,Unitech,Warren County Facility,Original,NA,TN,Batteries,Battery Pack Components,Planned,NA,No Evidence,"$30,000,000",75,NA,No Evidence,$0,None,https://www.tn.gov/ecd/news/2024/1/12/-governor-lee--commissioner-mcwhorter-announce-unitech-north-america--llc-to-establish-first-us-manufacturing-operations-in-warren-county.html,"Warren County Facility, NA, TN",35.678727587858,-85.77847745716
1/11/24,Stardust Power,Stardust Power,Oklahoma Lithium Refinery,Update,NA,OK,Minerals,Lithium,Under Construction,2025,No Evidence,"$1,000,000,000",NA,NA,No Evidence,$0,None,https://stardust-power.com/stardust-power-selects-muskogee/,"Oklahoma Lithium Refinery, NA, OK",35.55152,-97.4072
1/11/24,SungEel HiTech Co,SungEel HiTech Co,SungEel Recycling Park Indiana,Original,Whitestown,IN,Battery Recycling,Recycling,Planned,2025,No Evidence,NA,NA,IN04,No Evidence,$0,None,https://prnewsquare.com/news/industrial/electronic/sungeelhitech-northamerican-recyclingpark,"SungEel Recycling Park Indiana, Whitestown, IN",39.996124,-86.34707
12/20/23,LG Corporation,LG Energy Solution,Clarksville Cathode Manufacturing Plant,Update,Clarksville,TN,Batteries,Cathodes,Under Construction,2026,No Evidence,"($1,600,000,000)",NA,TN07,No Evidence,$0,None,https://www.electrive.com/2023/12/20/lg-chem-commences-construction-of-mega-cam-factory-in-tennessee/,"Clarksville Cathode Manufacturing Plant, Clarksville, TN",35.82566,-95.51414
12/16/23,Lightning eMotors,Lightning eMotors,HQ and Manufacturing Facility,Update,Loveland,CO,Medium-Duty (Class 3-6),Vehicle Assembly,Canceled,2023,No Evidence,NA,-250,CO04,No Evidence,$0,None,https://www.denverpost.com/2023/12/15/lightning-emotors-receivership-loan-default/,"HQ and Manufacturing Facility, Loveland, CO",40.394386,-105.070584
12/12/23,AESC,AESC,Florence Gigafactory - Factory 1,Expansion 1,Florence,SC,Batteries,Cells,Under Construction,2026,No Evidence,"$810,000,000",450,SC07,No Evidence,$0,None,https://wpde.com/news/local/aesc-battery-cell-facility-electric-vehicle-technology-company-expanding-florence-county-new-jobs-governor-mcmaster-announcement,"Florence Gigafactory - Factory 1, Florence, SC",34.195772,-79.761968
12/11/23,Ford Motor Company,Ford,Rouge Electric Vehicle Center,Update,Dearborn,MI,Light-Duty (Class 1-2),Vehicle Assembly,Operational,2024,Good Evidence,NA,NA,MI12,Good Evidence,$0,None,https://www.bloomberg.com/news/articles/2023-12-11/ford-slashes-electric-f-150-plans-in-ominous-sign-for-ev-market?embedded-checkout=true,"Rouge Electric Vehicle Center, Dearborn, MI",42.307175,-83.161995
12/11/23,Hyundai Motor Group,Hyundai Mobis,Mobis North Toledo Battery Assembly Facility,Original,Toledo,OH,Batteries,Modules,Under Construction,2024,No Evidence,"$13,800,000",185,OH09,No Evidence,"$8,154,470",Domestic Manufacturing Conversion Grant Program,https://kaptur.house.gov/media-center/press-releases/congresswoman-kaptur-statement-138-million-investment-new-battery,"Mobis North Toledo Battery Assembly Facility, Toledo, OH",41.655298,-83.535717
12/11/23,Star Charge,Star Charge,Columbus Manufacturing Facility,Original,NA,OH,EV Charging,Charging Units,Planned,2024,No Evidence,NA,NA,NA,No Evidence,$0,None,https://www.prnewswire.com/news-releases/star-charge-expands-its-manufacturing-to-usa-in-central-ohio-to-meet-increasing-needs-302011155.html,"Columbus Manufacturing Facility, NA, OH",39.990012,-82.915544
12/11/23,UBE,UBE,Waggaman Manufacturing Facility,Original,Waggaman,LA,Batteries,Electrolytes and Electrolyte Inputs,Under Construction,2026,No Evidence,"$500,000,000",9,LA02,No Evidence,$0,None,https://www.fox8live.com/2023/12/11/louisiana-board-approves-80-million-tax-break-ev-battery-chemical-plant-with-9-permanent-jobs-waggaman/,"Waggaman Manufacturing Facility, Waggaman, LA",29.952499,-90.233311
12/1/23,Tesla,Tesla,Tesla Fremont Factory,Update,Fremont,CA,Light-Duty (Class 1-2),Vehicle Assembly,Operational,2023,No Evidence,NA,10000,CA17,Good Evidence,"$155,000,000",Loan Programs Office (LPO),https://digitalassets.tesla.com/tesla-contents/image/upload/IR/TSLA-Q4-2023-Update.pdf,"Tesla Fremont Factory, Fremont, CA",37.545665,-121.985069
11/30/23,Lion Electric,Lion Electric,Joliet Facility,Update,Channahon,IL,Heavy-Duty (Class 7-8),Vehicle Assembly,Canceled,2023,No Evidence,NA,-11,IL01,No Evidence,$0,None,https://www.ttnews.com/articles/lion-electric-trucks-layoffs,"Joliet Facility, Channahon, IL",41.459836,-88.172067
11/29/23,Capchem Technology,Capchem,Capchem Louisiana Electrolyte Manufacturing Facility,Original,NA,LA,Batteries,Electrolytes and Electrolyte Inputs,Planned,2028,No Evidence,"$175,000,000",48,NA,No Evidence,$0,None,https://www.opportunitylouisiana.gov/news/capchem-usa-evaluating-350-million-investment-to-establish-ev-battery-supply-chain-facility-in-louisiana,"Capchem Louisiana Electrolyte Manufacturing Facility, NA, LA",18.286461,103.162822
11/29/23,Sila Nanotechnologies,Sila Nanotechnologies,Moses Lake Facility,Update,"Moses Lake, WA",WA,Batteries,Anodes,Operational,2025,No Evidence,NA,275,WA04,No Evidence,NA,Battery Materials Processing and Battery Manufacturing Recycling Grants,https://www.spokesman.com/stories/2023/nov/29/moses-lake-could-be-central-to-washingtons-electri/,"Moses Lake Facility, Moses Lake, WA, WA",47.1316466,-119.2777613
11/28/23,DNP,DNP,Linwood Battery Pouch Manufacturing Plant,Original,Linwood,NC,Batteries,Cells,Planned,NA,No Evidence,"$233,000,000",352,NA,No Evidence,$0,None,https://www.commerce.nc.gov/news/press-releases/2023/11/28/lithium-ion-battery-pouch-manufacturer-selects-davidson-county-its-first-us-operation,"Linwood Battery Pouch Manufacturing Plant, Linwood, NC",35.75397,-80.31566
11/27/23,Matthews International,Matthews International,Burlington Manufacturing Facility,Original,Burlington,NC,Batteries,Battery Pack Components,Planned,NA,No Evidence,"$5,000,000",13,NC04,No Evidence,$0,None,https://www.bizjournals.com/triad/news/2023/11/27/matthews-industries-pittsburgh-burlington-nc-ev.html,"Burlington Manufacturing Facility, Burlington, NC",36.086302,-79.414855
11/27/23,Microporous,Microporous,Microporous Virginia Manufacturing Facility,Original,Danville,VA,Batteries,Separators,Under Construction,2026,No Evidence,"$50,000,000",141,VA05,No Evidence,"$50,000,000",Advanced Energy Manufacturing and Recycling Program,https://www.energy.gov/mesc/advanced-energy-manufacturing-and-recycling-program-selections,"Microporous Virginia Manufacturing Facility, Danville, VA",36.586168,-79.3952367
11/21/23,Stardust Power,Stardust Power,Oklahoma Lithium Refinery,Original,NA,OK,Minerals,Lithium,Under Construction,2025,No Evidence,NA,NA,NA,No Evidence,$0,None,https://www.sec.gov/Archives/edgar/data/1831979/000121390023089287/ea188810ex99-1_globalpart2.htm,"Oklahoma Lithium Refinery, NA, OK",35.55152,-97.4072
11/20/23,Fortescue,Fortescue,U.S. Advanced Manufacturing Center,Original,Detroit,MI,Batteries,Modules,Canceled,2025,No Evidence,"$52,500,000",150,MI13,No Evidence,$0,None,https://www.mlive.com/public-interest/2024/01/australian-company-turning-old-michigan-auto-factory-into-210m-battery-plant.html,"U.S. Advanced Manufacturing Center, Detroit, MI",42.56067,-83.041215
11/20/23,Fortescue,Fortescue,U.S. Advanced Manufacturing Center,Original,Detroit,MI,EV Charging,Charging Units,Canceled,2025,No Evidence,"$52,500,000",150,MI13,No Evidence,$0,None,https://www.mlive.com/public-interest/2024/01/australian-company-turning-old-michigan-auto-factory-into-210m-battery-plant.html,"U.S. Advanced Manufacturing Center, Detroit, MI",42.56067,-83.041215
11/14/23,Forge Nano,Forge Nano,Forge Battery North Carolina,Original,Morrisville,NC,Batteries,Cells,Under Construction,2026,No Evidence,"$82,500,000",102,NC02,No Evidence,NA,Battery Materials Processing and Battery Manufacturing Recycling Grants,https://www.commerce.nc.gov/news/press-releases/2023/11/14/governor-cooper-announces-new-lithium-ion-battery-plant-planned-morrisville,"Forge Battery North Carolina, Morrisville, NC",35.5299,-80.8263
11/14/23,LG Corporation,LG Energy Solution,Holland Battery Factory,Update,Holland,MI,Batteries,Cells; Packs,Operational,2025,No Evidence,NA,-170,MI04,No Evidence,$0,None,https://koreajoongangdaily.joins.com/news/2023-11-14/business/industry/Korean-battery-makers-cut-US-jobs-as-EV-demand-declines/1912836,"Holland Battery Factory, Holland, MI",40.57205,-75.16545
11/14/23,Toyota Motor Company,TIESNA,Pendergrass Campus,Original,Pendergrass,GA,Parts,Power Electronics,Planned,2025,No Evidence,"$69,000,000",250,GA10,No Evidence,$0,None,https://gov.georgia.gov/press-releases/2023-11-14/gov-kemp-toyota-industries-corporation-expands-georgia-presence-creating,"Pendergrass Campus, Pendergrass, GA",34.162858,-83.677964
11/13/23,Bollinger Innovations,Mullen Automotive,Monrovia Manufacturing Facility,Update,Monrovia,CA,Batteries,Packs,Canceled,2023,No Evidence,NA,NA,CA31,No Evidence,$0,None,https://www.globenewswire.com/news-release/2023/11/13/2779134/0/en/Mullen-Expands-US-Battery-Operations-Moves-to-Solid-State-Polymer-Pack-Testing-as-EV-Business-Scales.html,"Monrovia Manufacturing Facility, Monrovia, CA",34.1459644,-118.0007741
11/13/23,Bollinger Innovations,Mullen Automotive,Mullen Fullerton,Original,Fullerton,CA,Batteries,Cells; Packs,Under Construction,2024,No Evidence,NA,NA,CA46,No Evidence,$0,None,https://news.mullenusa.com/mullen-expands-us-battery-operations-moves-to-solid-state-polymer-pack-testing-as-ev-business-scales,"Mullen Fullerton, Fullerton, CA",33.870345,-117.924302
11/13/23,Exxon Mobil,Exxon Mobil,Mobil Lithium Facility,Original,Magnolia,AR,Minerals,Lithium,Planned,2027,No Evidence,NA,NA,AR04,No Evidence,$0,None,https://corporate.exxonmobil.com/news/news-releases/2023/1113_exxonmobil-drilling-first-lithium-well-in-arkansas,"Mobil Lithium Facility, Magnolia, AR",33.272642,-93.232869
11/7/23,General Motors,General Motors,Tonawanda Powertrain Plant,Original,Buffalo,NY,Parts,EV Drive Systems,Canceled,NA,Good Evidence,"$300,000,000",NA,NY26,No Evidence,$0,None,https://gmauthority.com/blog/2023/11/gm-to-invest-300m-at-tonawanda-engine-plant-to-manufacture-ev-drive-units/,"Tonawanda Powertrain Plant, Buffalo, NY",42.961678,-78.916197
11/6/23,Ford Motor Company,Ford,Louisville Assembly Plant,Expansion 1,Louisville,KY,Light-Duty (Class 1-2),Vehicle Assembly,Under Construction,2026,Good Evidence,"$1,200,000,000",NA,KY03,Good Evidence,$0,None,https://www.courier-journal.com/story/money/companies/2023/11/06/louisville-assembly-plant-what-fords-investment-means-for-plant-evs/71393915007/,"Louisville Assembly Plant, Louisville, KY",38.154537,-85.728374
11/6/23,General Motors,General Motors,Lansing Grand River,Original,Lansing,MI,Light-Duty (Class 1-2),Vehicle Assembly,Planned,NA,Good Evidence,"$1,250,000,000",NA,MI07,No Evidence,NA,Domestic Manufacturing Conversion Grant Program,https://gmauthority.com/blog/2023/11/gm-to-invest-1-25-billion-at-lansing-grand-river-plant-for-ev-production/,"Lansing Grand River, Lansing, MI",42.722703,-84.561582
11/3/23,Stellantis,Stellantis,Belvidere Battery Plant,Original,Belvidere,IL,Batteries,Packs,Canceled,2028,No Evidence,"$3,200,000,000",1300,IL16,No Evidence,$0,None,https://www.chicagotribune.com/2023/11/03/stellantis-uaw-deal-will-bring-5-billion-investment-and-thousands-of-jobs-to-belvidere-auto-plant/,"Belvidere Battery Plant, Belvidere, IL",36.26877,-76.53578
11/2/23,Ford Motor Company,Ford,AMP Manufacturing Facility,Original,Sante Fe Springs,CA,Parts,Other Electrification Components,Operational,NA,No Evidence,NA,NA,CA38,No Evidence,$0,None,https://www.electrive.com/2023/11/02/ford-acquires-bms-specialist-amp/,"AMP Manufacturing Facility, Sante Fe Springs, CA",40.798741,-124.035891
10/31/23,Asahi Kasei Company,Celgard,Charlotte Manufacturing Facility,Expansion 1,Charlotte,NC,Batteries,Separators,Under Construction,2026,No Evidence,"$87,693,333",100,NC14,No Evidence,$0,None,https://www.celgard.com/storage/components/2023_10_hipore-expands-in-us-at-celgard-charlotte.pdf,"Charlotte Manufacturing Facility, Charlotte, NC",40.81976,-88.28894
10/31/23,Toyota Motor Company,Toyota,Toyota Battery Manufacturing North Carolina,Expansion 3,Liberty,NC,Batteries,Cells,Under Construction,2027,No Evidence,"$8,000,000,000",3000,NC09,No Evidence,$0,None,https://governor.nc.gov/news/press-releases/2023/10/31/toyota-announces-additional-3000-jobs-8-billion-investment-randolph-county-battery-manufacturing,"Toyota Battery Manufacturing North Carolina, Liberty, NC",35.853638,-79.570561
10/26/23,Epsilon Advanced Materials,Epsilon,Brunswick County Manufacturing Facility,Original,Riegelwood,NC,Minerals,Graphite,Planned,2026,No Evidence,"$650,000,000",500,NC07,No Evidence,NA,Qualifying Advanced Energy Project Credit (48C),https://governor.nc.gov/news/press-releases/2023/10/26/governor-cooper-announces-500-jobs-global-battery-component-supplier-selects-brunswick-county-first,"Brunswick County Manufacturing Facility, Riegelwood, NC",34.336881,-78.22308
10/26/23,LG Corporation,LG Energy Solution,LG Energy Solution Arizona,Update,Queen Creek,AZ,Batteries,Cells,Under Construction,2025,No Evidence,NA,NA,AZ05,No Evidence,$0,None,https://www.electrive.com/2023/10/26/lg-energy-solution-is-ramping-up-battery-production-capacities/,"LG Energy Solution Arizona, Queen Creek, AZ",33.2449269,-111.6345113
10/25/23,Orbia,Koura,St. Gabriel LiPF6 Manufacturing Facility,Update,St Gabriel,LA,Batteries,Electrolytes and Electrolyte Inputs,Planned,2026,No Evidence,NA,25,LA02,No Evidence,NA,Battery Materials Processing and Battery Manufacturing Recycling Grants,https://www.opportunitylouisiana.gov/led-news/news-releases/news/2023/10/25/koura-proposes-$800-million-investment-in-two-ev-battery-supply-chain-projects-in-iberville-parish,"St. Gabriel LiPF6 Manufacturing Facility, St Gabriel, LA",30.2587682,-91.0879792
10/25/23,Orbia,Koura,St. Gabriel PVDF Manufacturing Facility,Original,St Gabriel,LA,Batteries,Separators,Planned,2026,No Evidence,"$200,000,000",25,LA02,No Evidence,$0,None,https://www.opportunitylouisiana.gov/led-news/news-releases/news/2023/10/25/koura-proposes-$800-million-investment-in-two-ev-battery-supply-chain-projects-in-iberville-parish,"St. Gabriel PVDF Manufacturing Facility, St Gabriel, LA",30.2587682,-91.0879792
10/24/23,Factorial Energy,Factorial Energy,Methuen Facility,Update,Methuen,MA,Batteries,Cells,Operational,2023,No Evidence,"$5,000,000",-16,MA03,No Evidence,$0,None,https://www.electrive.com/2023/10/24/usa-factorial-energy-opens-solid-state-battery-development-and-production-site/,"Methuen Facility, Methuen, MA",42.729855,-71.183982
10/18/23,General Motors,General Motors,Orion Factory,Update,Lake Orion,MI,Batteries,Packs; Modules,Operational,2025,Good Evidence,NA,-945,MI09,Good Evidence,$0,None,https://www.electrive.com/2023/10/18/gm-postpones-ramp-up-of-its-electric-pickup-production/,"Orion Factory, Lake Orion, MI",42.786894388437,-83.235427318005
10/12/23,Arrival,Arrival,Charlotte Microfactory,Update,Charlotte,NC,Multiple Classes,Vehicle Assembly,Canceled,2024,No Evidence,NA,NA,NC14,No Evidence,$0,None,https://www.electrive.com/2023/10/12/arrival-to-make-further-cuts-to-workforce/,"Charlotte Microfactory, Charlotte, NC",35.226761,-80.845876
10/12/23,Arrival,Arrival,High Voltage Battery Module Assembly Plant,Update,Charlotte,NC,Batteries,Modules,Canceled,NA,No Evidence,NA,NA,NC14,No Evidence,$0,None,https://www.electrive.com/2023/10/12/arrival-to-make-further-cuts-to-workforce/,"High Voltage Battery Module Assembly Plant, Charlotte, NC",35.2237867,-80.8411413
10/12/23,Arrival,Arrival,Rock Hill Microfactory,Update,Rock Hill,SC,Multiple Classes,Vehicle Assembly,Canceled,NA,No Evidence,NA,NA,SC05,No Evidence,$0,None,https://www.electrive.com/2023/10/12/arrival-to-make-further-cuts-to-workforce/,"Rock Hill Microfactory, Rock Hill, SC",34.941355,-81.0300374
10/11/23,Samsung,Samsung SDI,StarPlus Energy Gigafactory #2 (JV),Original,Kokomo,IN,Batteries,Modules,Planned,2027,No Evidence,"$1,600,000,000",700,IN05,No Evidence,NA,Loan Programs Office (LPO),https://www.stellantis.com/en/news/press-releases/2023/july/stellantis-samsung-sdi-announce-plans-to-build-second-starplus-energy-gigafactory-in-the-united-states,"StarPlus Energy Gigafactory #2 (JV), Kokomo, IN",40.486508,-86.131244
